0.002	1.58363E-08
0.004	0.000000486
0.006	3.5391342E-06
0.008	1.43038076E-05
0.01	4.18688341E-05
0.012	9.99341941E-05
0.014	0.0002072014
0.016	0.0003875468
0.018	0.0006700164
0.02	0.0010886746
0.022	0.0016823371
0.024	0.0024942112
0.026	0.003571468
0.028	0.0049647627
0.03	0.00672772
0.032	0.0089163991
0.034	0.0115887484
0.036	0.0148040611
0.038	0.0186224379
0.04	0.0231042661
0.042	0.0283097174
0.044	0.0342982716
0.046	0.0411282673
0.048	0.048856483
0.05	0.0575377511
0.052	0.0672246042
0.054	0.0779669563
0.056	0.0898118168
0.058	0.1028030399
0.06	0.1169811062
0.062	0.1323829372
0.064	0.1490417415
0.066	0.166986891
0.068	0.1862438266
0.07	0.206833991
0.072	0.2287747876
0.074	0.2520795647
0.076	0.2767576211
0.078	0.3028142347
0.08	0.3302507097
0.082	0.3590644422
0.084	0.3892490021
0.086	0.4207942308
0.088	0.4536863509
0.09	0.4879080898
0.092	0.5234388122
0.094	0.5602546631
0.096	0.5983287179
0.098	0.6376311402
0.1	0.6781293444
0.102	0.7197881633
0.104	0.762570019
0.106	0.8064350962
0.108	0.8513415172
0.11	0.8972455179
0.112	0.944101623
0.114	0.9918628214
0.116	1.040480739
0.118	1.0899058105
0.12	1.1400874476
0.122	1.1909742047
0.124	1.2425139403
0.126	1.2946539751
0.128	1.3473412448
0.13	1.4005224487
0.132	1.4541441929
0.134	1.5081531281
0.136	1.5624960823
0.138	1.6171201873
0.14	1.6719729989
0.142	1.7270026124
0.144	1.7821577707
0.146	1.8373879666
0.148	1.8926435395
0.15	1.9478757648
0.152	2.0030369379
0.154	2.0580804521
0.156	2.1129608693
0.158	2.1676339864
0.16	2.2220568939
0.162	2.2761880299
0.164	2.3299872279
0.166	2.3834157588
0.168	2.436436368
0.17	2.4890133063
0.172	2.5411123566
0.174	2.5927008548
0.176	2.6437477062
0.178	2.6942233974
0.18	2.7441000035
0.182	2.7933511909
0.184	2.8419522165
0.186	2.8898799224
0.188	2.9371127275
0.19	2.9836306152
0.192	3.0294151178
0.194	3.0744492983
0.196	3.1187177285
0.198	3.1622064652
0.2	3.2049030234
0.202	3.2467963472
0.204	3.2878767789
0.206	3.3281360258
0.208	3.3675671253
0.21	3.406164409
0.212	3.4439234641
0.214	3.480841095
0.216	3.516915283
0.218	3.552145145
0.22	3.5865308922
0.222	3.6200737869
0.224	3.6527761005
0.226	3.6846410693
0.228	3.7156728519
0.23	3.7458764849
0.232	3.7752578398
0.234	3.8038235792
0.236	3.831581114
0.238	3.8585385603
0.24	3.8847046971
0.242	3.910088924
0.244	3.9347012207
0.246	3.9585521055
0.248	3.9816525956
0.25	4.0040141684
0.252	4.0256487226
0.254	4.0465685414
0.256	4.0667862555
0.258	4.0863148082
0.26	4.1051674207
0.262	4.1233575588
0.264	4.1408989007
0.266	4.1578053059
0.268	4.1740907848
0.27	4.1897694703
