0.002	2.6712E-09
0.004	0.000000083
0.006	6.114255E-07
0.008	2.5008145E-06
0.01	7.4079199E-06
0.012	1.78931804E-05
0.014	3.75427993E-05
0.016	7.10577582E-05
0.018	0.0001243137
0.02	0.0002043953
0.022	0.0003196085
0.024	0.0004794732
0.026	0.0006946997
0.028	0.0009771511
0.03	0.0013397932
0.032	0.0017966351
0.034	0.0023626613
0.036	0.0030537574
0.038	0.0038866301
0.04	0.0048787243
0.042	0.0060481368
0.044	0.007413528
0.046	0.0089940337
0.048	0.0108091757
0.05	0.0128787742
0.052	0.0152228601
0.054	0.0178615904
0.056	0.0208151644
0.058	0.0241037437
0.06	0.0277473742
0.062	0.0317659113
0.064	0.0361789489
0.066	0.0410057517
0.068	0.0462651907
0.07	0.0519756829
0.072	0.0581551348
0.074	0.0648208895
0.076	0.0719896776
0.078	0.0796775723
0.08	0.0878999477
0.082	0.0966714415
0.084	0.1060059209
0.086	0.1159164525
0.088	0.1264152752
0.09	0.1375137772
0.092	0.1492224756
0.094	0.1615510001
0.096	0.1745080789
0.098	0.1881015283
0.1	0.2023382448
0.102	0.2172241999
0.104	0.2327644381
0.106	0.2489630764
0.108	0.2658233072
0.11	0.2833474029
0.112	0.3015367225
0.114	0.3203917208
0.116	0.3399119587
0.118	0.3600961162
0.12	0.3809420058
0.122	0.4024465889
0.124	0.4246059925
0.126	0.4474155273
0.128	0.4708697079
0.13	0.4949622732
0.132	0.5196862078
0.134	0.545033765
0.136	0.5709964902
0.138	0.5975652446
0.14	0.6247302306
0.142	0.6524810165
0.144	0.6808065627
0.146	0.7096952477
0.148	0.7391348948
0.15	0.7691127988
0.152	0.7996157527
0.154	0.8306300753
0.156	0.862141638
0.158	0.8941358921
0.16	0.9265978958
0.162	0.9595123414
0.164	0.9928635823
0.166	1.0266356593
0.168	1.0608123275
0.17	1.0953770822
0.172	1.1303131852
0.174	1.1656036897
0.176	1.2012314661
0.178	1.2371792267
0.18	1.2734295495
0.182	1.3099649028
0.184	1.3467676681
0.186	1.3838201633
0.188	1.4211046647
0.19	1.4586034294
0.192	1.4962987158
0.194	1.534172805
0.196	1.5722080206
0.198	1.610386748
0.2	1.6486914536
0.202	1.687104703
0.204	1.7256091787
0.206	1.7641876967
0.208	1.8028232237
0.21	1.8414988919
0.212	1.8801980148
0.214	1.9189041016
0.216	1.9576008704
0.218	1.9962722623
0.22	2.0349024533
0.222	2.0734758663
0.224	2.1119771826
0.226	2.1503913524
0.228	2.1887036049
0.23	2.2268994576
0.232	2.2649647251
0.234	2.3028855277
0.236	2.3406482984
0.238	2.3782397902
0.24	2.4156470829
0.242	2.4528575884
0.244	2.4898590564
0.246	2.5266395789
0.248	2.563187595
0.25	2.5994918938
0.252	2.6355416185
0.254	2.6713262685
0.256	2.7068357018
0.258	2.7420601369
0.26	2.7769901537
0.262	2.811616695
0.264	2.8459310662
0.266	2.8799249357
0.268	2.9135903344
0.27	2.9469196548
0.272	2.9799056499
0.274	3.0125414315
0.276	3.0448204682
0.278	3.0767365835
0.28	3.1082839527
0.282	3.1394571003
0.284	3.1702508966
0.286	3.2006605544
0.288	3.2306816251
0.29	3.2603099943
0.292	3.2895418781
0.294	3.3183738182
0.296	3.3468026773
0.298	3.3748256339
0.3	3.4024401772
0.302	3.4296441022
0.304	3.4564355033
0.306	3.4828127695
0.308	3.5087745778
0.31	3.534319888
0.312	3.5594479358
0.314	3.5841582273
0.316	3.608450532
0.318	3.632324877
0.32	3.6557815401
0.322	3.6788210435
0.324	3.701444147
0.326	3.7236518414
0.328	3.7454453416
0.33	3.7668260802
0.332	3.7877957003
0.334	3.8083560491
0.336	3.8285091708
0.338	3.8482573001
0.34	3.8676028548
0.342	3.8865484299
0.344	3.9050967901
0.346	3.9232508636
0.348	3.9410137348
0.35	3.9583886384
0.352	3.9753789524
0.354	3.9919881913
0.356	4.0082200004
0.358	4.0240781485
0.36	4.0395665223
0.362	4.0546891196
0.364	4.0694500436
0.366	4.0838534963
0.368	4.0979037729
0.37	4.1116052558
0.372	4.1249624087
0.374	4.1379797709
0.376	4.1506619517
0.378	4.1630136249
0.38	4.1750395237
0.382	4.1867444347
0.384	4.1981331934
0.386	4.209210679
0.388	4.2199818093
0.39	4.2304515359
0.392	4.2406248395
0.394	4.2505067255
0.396	4.2601022195
0.398	4.2694163626
0.4	4.2784542077
0.402	4.287220815
0.404	4.2957212483
0.406	4.303960571
0.408	4.3119438425
0.41	4.3196761145
0.412	4.3271624274
0.414	4.3344078073
0.416	4.3414172625
0.418	4.3481957804
0.42	4.3547483245
0.422	4.3610798318
0.424	4.3671952095
0.426	4.3730993329
0.428	4.3787970425
0.43	4.3842931419
0.432	4.3895923952
0.434	4.3946995248
0.436	4.3996192098
0.438	4.4043560834
0.44	4.4089147314
0.442	4.4132996903
0.444	4.4175154457
0.446	4.4215664307
0.448	4.4254570245
0.45	4.4291915508
0.452	4.4327742769
0.454	4.4362094122
0.456	4.4395011072
0.458	4.4426534526
