0.002	7.0807E-09
0.004	2.185891E-07
0.006	1.6014445E-06
0.008	6.5111394E-06
0.01	1.91726667E-05
0.012	0.000046035
0.014	9.601625E-05
0.016	0.0001806552
0.018	0.0003141827
0.02	0.0005135252
0.022	0.0007982514
0.024	0.0011904725
0.026	0.0017147029
0.028	0.0023976906
0.03	0.0032682234
0.032	0.0043569162
0.034	0.0056959862
0.036	0.0073190179
0.038	0.0092607243
0.04	0.0115567063
0.042	0.0142432131
0.044	0.0173569071
0.046	0.0209346336
0.048	0.025013199
0.05	0.0296291575
0.052	0.0348186074
0.054	0.0406169993
0.056	0.0470589554
0.058	0.0541781006
0.06	0.0620069068
0.062	0.0705765493
0.064	0.0799167762
0.066	0.0900557902
0.068	0.1010201434
0.07	0.1128346439
0.072	0.1255222748
0.074	0.139104125
0.076	0.153599331
0.078	0.1690250299
0.08	0.1853963228
0.082	0.2027262485
0.084	0.221025766
0.086	0.2403037468
0.088	0.2605669756
0.09	0.2818201584
0.092	0.3040659389
0.094	0.3273049216
0.096	0.3515357011
0.098	0.3767548979
0.1	0.4029571995
0.102	0.4301354065
0.104	0.4582804835
0.106	0.487381614
0.108	0.5174262588
0.11	0.5484002186
0.112	0.5802876983
0.114	0.6130713747
0.116	0.6467324662
0.118	0.6812508043
0.12	0.7166049061
0.122	0.7527720491
0.124	0.7897283458
0.126	0.8274488191
0.128	0.8659074791
0.13	0.9050773983
0.132	0.9449307877
0.134	0.985439073
0.136	1.0265729685
0.138	1.0683025522
0.14	1.1105973388
0.142	1.1534263519
0.144	1.1967581949
0.146	1.2405611205
0.148	1.2848030991
0.15	1.3294518851
0.152	1.3744750813
0.154	1.4198402023
0.156	1.4655147353
0.158	1.511466199
0.16	1.557662201
0.162	1.6040704924
0.164	1.6506590205
0.166	1.69739598
0.168	1.7442498607
0.17	1.7911894943
0.172	1.8381840981
0.174	1.8852033166
0.176	1.9322172615
0.178	1.9791965481
0.18	2.0261123311
0.182	2.0729363369
0.184	2.1196408941
0.186	2.1661989623
0.188	2.2125841576
0.19	2.2587707775
0.192	2.3047338221
0.194	2.3504490145
0.196	2.3958928183
0.198	2.441042454
0.2	2.4858759124
0.202	2.530371967
0.204	2.5745101842
0.206	2.6182709318
0.208	2.6616353856
0.21	2.7045855345
0.212	2.7471041839
0.214	2.7891749575
0.216	2.8307822979
0.218	2.8719114652
0.22	2.9125485347
0.222	2.9526803929
0.224	2.9922947328
0.226	3.0313800469
0.228	3.0699256206
0.23	3.1079215231
0.232	3.1453585978
0.234	3.1822284522
0.236	3.2185234461
0.238	3.2542366792
0.24	3.2893619785
0.242	3.3238938839
0.244	3.357827634
0.246	3.3911591507
0.248	3.4238850238
0.25	3.4560024945
0.252	3.4875094385
0.254	3.5184043492
0.256	3.5486863203
0.258	3.5783550271
0.26	3.6074107094
0.262	3.6358541526
0.264	3.6636866689
0.266	3.6909100792
0.268	3.7175266938
0.27	3.7435392938
0.272	3.7689511119
0.274	3.7937658138
0.276	3.8179874788
0.278	3.8416205817
0.28	3.8646699733
0.282	3.8871408625
0.284	3.9090387974
0.286	3.9303696472
0.288	3.9511395841
0.29	3.9713550657
0.292	3.991022817
0.294	4.0101498136
0.296	4.0287432645
0.298	4.0468105951
0.3	4.0643594315
0.302	4.081397584
0.304	4.0979330313
0.306	4.1139739058
0.308	4.1295284781
0.31	4.1446051428
0.312	4.1592124041
0.314	4.1733588622
0.316	4.1870532002
0.318	4.2003041707
0.32	4.2131205835
0.322	4.2255112938
0.324	4.2374851901
0.326	4.2490511832
0.328	4.2602181953
0.33	4.2709951498
0.332	4.281390961
0.334	4.291414525
0.336	4.3010747099
0.338	4.3103803478
0.34	4.3193402263
0.342	4.32796308
0.344	4.336257584
0.346	4.344232346
0.348	4.3518958999
0.35	4.3592566994
0.352	4.3663231122
0.354	4.3731034142
0.356	4.3796057842
0.358	4.3858382994
0.36	4.3918089305
0.362	4.3975255375
0.364	4.4029958661
0.366	4.4082275441
0.368	4.4132280778
0.37	4.4180048495
0.372	4.4225651144
0.374	4.4269159987
0.376	4.4310644971
0.378	4.4350174714
0.38	4.4387816482
0.382	4.4423636184
0.384	4.4457698356
0.386	4.449006615
0.388	4.4520801336
0.39	4.4549964287
0.392	4.4577613984
0.394	4.4603808012
0.396	4.4628602562
0.398	4.4652052433
0.4	4.4674211039
0.402	4.4695130409
0.404	4.4714861204
0.406	4.4733452717
0.408	4.4750952887
0.41	4.4767408311
0.412	4.4782864255
0.414	4.4797364669
0.416	4.4810952201
0.418	4.4823668212
0.42	4.4835552792
0.422	4.4846644782
0.424	4.4856981783
0.426	4.4866600186
0.428	4.4875535181
0.43	4.4883820782
0.432	4.4891489847
0.434	4.4898574101
0.436	4.490510415
0.438	4.491110951
0.44	4.4916618627
0.442	4.4921658896
0.444	4.4926256688
0.446	4.4930437368
0.448	4.4934225321
0.45	4.4937643975
0.452	4.4940715821
0.454	4.4943462436
0.456	4.494590451
0.458	4.4948061865
0.46	4.4949953477
0.462	4.4951597504
0.464	4.4953011301
0.466	4.4954211448
0.468	4.495521377
0.47	4.495603336
0.472	4.4956684601
0.474	4.4957181183
0.476	4.4957536132
0.478	4.4957761825
0.48	4.4957870014
0.482	4.4957871843
0.484	4.4957777873
