2,5.66E-69
3,5.08E-69
4,4.55E-69
5,4.29E-69
6,4.17E-69
7,4.10E-69
8,4.06E-69
9,4.03E-69
10,4.01E-69
11,3.99E-69
12,3.98E-69
13,3.97E-69
14,3.96E-69
15,3.96E-69
16,3.95E-69
17,3.95E-69
